hasPeak.An_sntB_20h_HA_1	hasPeak.An_sntB_48h_HA_1	group	ID	Description	Count	GeneRatio	geneID
TRUE	TRUE	4	GO:0044238	primary metabolic process	732	732/2146	AN12279/AN5068/AN5055/AN5028/AN11778/AN11776/AN4991/AN4987/AN4985/AN4984/AN4976/AN10610/AN4965/AN4957/AN4956/AN4935/AN10614/AN4900/AN4896/AN4878/AN4871/AN4859/AN4843/AN4829/AN10599/AN4794/AN4778/AN4777/AN4769/AN4760/AN4744/AN4742/AN4741/AN4707/AN4702/AN4700/AN4697/AN4690/AN4667/AN4655/AN4603/AN4587/AN4581/AN4566/AN4563/AN4558/AN4552/AN4544/AN4525/AN4515/AN11910/AN4501/AN4500/AN4483/AN4479/AN4475/AN4471/AN4468/AN4467/AN4464/AN4462/AN4460/AN4447/AN4443/AN4439/AN4422/AN4419/AN4389/AN4388/AN4376/AN4365/AN4361/AN4353/AN10548/AN4335/AN10550/AN4332/AN4329/AN10541/AN4324/AN4323/AN4322/AN4315/AN4310/AN4295/AN11131/AN8861/AN8859/AN8856/AN8843/AN8842/AN11126/AN8837/AN11125/AN8834/AN8832/AN8830/AN8824/AN8777/AN11112/AN9504/AN8707/AN8694/AN8689/AN8677/AN9500/AN8667/AN8655/AN8643/AN8639/AN8636/AN8615/AN8605/AN11099/AN11098/AN8590/AN7872/AN7873/AN7878/AN7880/AN7950/AN8010/AN8039/AN8040/AN8060/AN8066/AN8073/AN8075/AN8079/AN8102/AN8111/AN8117/AN8118/AN8121/AN8125/AN8129/AN8164/AN8168/AN8169/AN8170/AN11052/AN8186/AN9461/AN8211/AN8231/AN8234/AN8251/AN8269/AN8275/AN8276/AN8277/AN4289/AN4283/AN4269/AN10533/AN4255/AN4247/AN4243/AN4222/AN4219/AN4218/AN4210/AN4208/AN4196/AN4189/AN10513/AN4182/AN10512/AN4159/AN4154/AN4113/AN4102/AN4081/AN4080/AN4071/AN4042/AN4034/AN3954/AN3943/AN3941/AN3925/AN3919/AN3918/AN3914/AN3911/AN3894/AN3881/AN3869/AN11419/AN3835/AN3829/AN3817/AN3793/AN3787/AN10467/AN3748/AN10462/AN3747/AN3730/AN3729/AN3719/AN3690/AN10459/AN3688/AN3684/AN3675/AN3649/AN3644/AN3641/AN11406/AN3607/AN3587/AN3547/AN10420/AN3515/AN3506/AN7388/AN7387/AN7375/AN7342/AN7332/AN7303/AN7297/AN9492/AN10912/AN10906/AN7193/AN7190/AN7185/AN7159/AN7158/AN7146/AN7111/AN7103/AN7050/AN7030/AN7014/AN7012/AN7003/AN10872/AN6982/AN7451/AN7468/AN7469/AN7475/AN7507/AN7511/AN7513/AN7533/AN7537/AN11753/AN7542/AN7563/AN7564/AN7567/AN7572/AN7576/AN7588/AN7600/AN7610/AN7657/AN7659/AN7661/AN7704/AN7709/AN7725/AN7742/AN6430/AN6405/AN6392/AN6368/AN6367/AN6359/AN6347/AN6338/AN6330/AN6318/AN6280/AN6279/AN6250/AN6243/AN6236/AN6211/AN6209/AN6195/AN6160/AN6159/AN6149/AN6129/AN6126/AN6119/AN6089/AN6070/AN6067/AN6062/AN6060/AN6048/AN6035/AN6014/AN6013/AN6010/AN5999/AN5992/AN5991/AN5990/AN5975/AN10763/AN5973/AN5960/AN5959/AN5956/AN5955/AN5953/AN5952/AN5939/AN5934/AN5924/AN5918/AN5909/AN5907/AN5898/AN5897/AN5893/AN5888/AN5886/AN5871/AN5870/AN5859/AN5849/AN5836/AN10745/AN5822/AN6487/AN6505/AN6506/AN6508/AN6534/AN6540/AN6541/AN6542/AN6543/AN6555/AN6558/AN6567/AN6570/AN10841/AN6604/AN6650/AN6653/AN6679/AN6684/AN6694/AN6697/AN10844/AN6731/AN6733/AN6790/AN10846/AN6824/AN6837/AN6849/AN6857/AN6858/AN6892/AN6893/AN6948/AN9339/AN9340/AN9380/AN9397/AN9407/AN9408/AN1402/AN1396/AN1357/AN1342/AN1339/AN1330/AN1319/AN1303/AN1277/AN1274/AN1246/AN1227/AN1226/AN1217/AN10156/AN1102/AN1097/AN1096/AN1071/AN1069/AN1060/AN1037/AN1017/AN1015/AN0988/AN11891/AN0936/AN0933/AN0929/AN0928/AN0927/AN0919/AN0918/AN0902/AN0889/AN10128/AN0863/AN0858/AN10127/AN10124/AN0802/AN0797/AN0787/AN0780/AN0779/AN10120/AN0767/AN0766/AN0745/AN0742/AN0734/AN0733/AN0689/AN0688/AN0680/AN0667/AN0664/AN0654/AN0651/AN0640/AN0608/AN0593/AN0582/AN0565/AN0554/AN0551/AN0495/AN0494/AN10081/AN0410/AN0408/AN0376/AN0369/AN0367/AN0364/AN0363/AN0357/AN0351/AN10066/AN0333/AN0314/AN0299/AN0298/AN0285/AN0279/AN0271/AN0263/AN0260/AN0259/AN0247/AN0241/AN0240/AN10030/AN0228/AN0226/AN0210/AN0176/AN0170/AN0162/AN0148/AN0134/AN0133/AN0129/AN0128/AN0127/AN0122/AN0121/AN10019/AN0105/AN0098/AN0096/AN0086/AN0067/AN0057/AN0056/AN9025/AN9008/AN8978/AN11152/AN9426/AN8886/AN8885/AN1414/AN1416/AN1425/AN1426/AN10191/AN11252/AN10193/AN1518/AN1519/AN1536/AN1538/AN1539/AN1547/AN1551/AN1555/AN1607/AN1624/AN1632/AN1678/AN1761/AN1769/AN1780/AN1799/AN1800/AN1812/AN1848/AN1855/AN1893/AN1918/AN1924/AN1927/AN1948/AN1950/AN10237/AN1984/AN1989/AN1990/AN1993/AN2001/AN2009/AN2016/AN2017/AN2020/AN10256/AN2036/AN2062/AN2067/AN2069/AN2071/AN2072/AN2135/AN2141/AN2147/AN2148/AN2157/AN2248/AN2265/AN2268/AN2269/AN2290/AN2302/AN2303/AN2311/AN2315/AN2331/AN2332/AN2366/AN2375/AN2385/AN2395/AN2421/AN2435/AN2436/AN2463/AN2493/AN2500/AN2503/AN2508/AN2526/AN11961/AN2555/AN2572/AN2581/AN2583/AN2597/AN9148/AN11165/AN9102/AN9095/AN9090/AN9083/AN9064/AN3468/AN3456/AN3433/AN3432/AN3431/AN3423/AN3422/AN3413/AN10396/AN3368/AN3308/AN3294/AN3255/AN3250/AN3224/AN3223/AN3222/AN3214/AN10378/AN3188/AN3177/AN3176/AN3153/AN3152/AN3149/AN3116/AN3113/AN3102/AN3075/AN3071/AN3067/AN3059/AN11704/AN3058/AN3053/AN3048/AN3044/AN3033/AN3001/AN2999/AN2998/AN2997/AN2996/AN2984/AN2981/AN2980/AN2965/AN2944/AN2943/AN2936/AN2932/AN2927/AN2919/AN2916/AN2914/AN2911/AN2903/AN2902/AN2900/AN2885/AN2875/AN2873/AN2855/AN2852/AN2815/AN2810/AN2793/AN2766/AN2761/AN2742/AN2740/AN2731/AN2723/AN2670/AN2666/AN2661/AN10329/AN8298/AN8347/AN8414/AN8457/AN11080/AN8524/AN8535/AN8553/AN8565/AN8576/AN5119/AN5129/AN5134/AN5144/AN5156/AN5170/AN5199/AN5200/AN5203/AN5210/AN5217/AN10709/AN5775/AN5759/AN5757/AN5752/AN5747/AN5746/AN5740/AN5728/AN5725/AN5719/AN5716/AN5715/AN5712/AN5682/AN5681/AN5676/AN5675/AN5672/AN5660/AN5651/AN5634/AN5626/AN5607/AN5604/AN5599/AN5589/AN5585/AN5566/AN5563/AN5558/AN5525/AN5523/AN5517/AN5492/AN5452/AN5451/AN5447/AN5442/AN5441/AN5406/AN5356/AN5351/AN5349/AN10663/AN5296/AN5279/AN5278
TRUE	TRUE	4	GO:0044281	small molecule metabolic process	270	270/2146	AN5068/AN5028/AN4987/AN10610/AN4957/AN4956/AN4859/AN4829/AN10599/AN4769/AN10586/AN4690/AN4603/AN4525/AN4500/AN4464/AN4462/AN4443/AN4439/AN4389/AN4388/AN4376/AN4361/AN4353/AN10550/AN4329/AN4323/AN4310/AN12152/AN8861/AN8859/AN8843/AN8837/AN11125/AN8797/AN8777/AN8741/AN8707/AN8689/AN8677/AN8667/AN11098/AN7873/AN7878/AN7880/AN8009/AN11045/AN8060/AN8075/AN8117/AN8118/AN8121/AN8168/AN8169/AN8188/AN8231/AN8251/AN8275/AN8277/AN4208/AN4182/AN10512/AN4159/AN4081/AN4071/AN4042/AN10495/AN3954/AN3901/AN3894/AN3881/AN3869/AN3829/AN3817/AN3748/AN3738/AN3719/AN3675/AN3641/AN3607/AN3586/AN3547/AN3506/AN7388/AN7387/AN7193/AN7146/AN7111/AN7050/AN7451/AN7468/AN7469/AN7513/AN7564/AN7588/AN7600/AN7610/AN7661/AN7725/AN6368/AN6338/AN6279/AN6236/AN6209/AN6195/AN6168/AN6126/AN12017/AN6064/AN6048/AN6032/AN6014/AN5999/AN5991/AN5990/AN5975/AN5959/AN5953/AN5952/AN5939/AN5918/AN5909/AN5886/AN10745/AN6505/AN6506/AN6541/AN6542/AN6555/AN10841/AN6643/AN6650/AN6653/AN10844/AN6731/AN6824/AN6840/AN9339/AN9407/AN9408/AN1396/AN1342/AN1339/AN1334/AN1303/AN1277/AN1274/AN1246/AN1226/AN1071/AN1052/AN1037/AN1017/AN0936/AN0919/AN0918/AN10124/AN0807/AN0797/AN0787/AN0780/AN0689/AN0688/AN0667/AN0651/AN0640/AN0608/AN0607/AN0593/AN0565/AN0554/AN0551/AN0495/AN10081/AN0357/AN0351/AN0314/AN0285/AN0271/AN0270/AN0259/AN0240/AN0232/AN0170/AN0148/AN0067/AN0057/AN9008/AN8978/AN9426/AN8886/AN1414/AN1425/AN10197/AN11252/AN1547/AN1624/AN1761/AN1769/AN1778/AN1918/AN1989/AN1990/AN1993/AN2069/AN2248/AN2311/AN2315/AN2332/AN2421/AN2435/AN2436/AN2493/AN2508/AN2526/AN2583/AN9148/AN9090/AN9083/AN9064/AN3456/AN3432/AN3431/AN3412/AN3396/AN10396/AN3223/AN3222/AN3059/AN3058/AN2999/AN2998/AN2981/AN2944/AN2936/AN2916/AN2914/AN2900/AN2875/AN2873/AN2855/AN2815/AN2793/AN2742/AN2723/AN2666/AN8457/AN8524/AN8553/AN8565/AN5134/AN5144/AN5200/AN5210/AN5226/AN5746/AN5669/AN5651/AN5634/AN5626/AN5604/AN5589/AN5566/AN5563/AN5525/AN5492/AN5447/AN5415/AN5356/AN10663
TRUE	TRUE	4	GO:0070085	glycosylation	13	13/2146	AN4071/AN5888/AN6857/AN0787/AN0667/AN0210/AN0086/AN1607/AN9148/AN2761/AN10709/AN5725/AN5682
TRUE	TRUE	4	GO:0070988	demethylation	1	1/2146	AN1060
TRUE	TRUE	4	GO:0071704	organic substance metabolic process	791	791/2146	AN12279/AN5076/AN5068/AN5055/AN5028/AN11778/AN11776/AN4991/AN4987/AN4985/AN4984/AN4976/AN10610/AN4965/AN4957/AN4956/AN4935/AN10614/AN4900/AN4896/AN4878/AN4871/AN4859/AN4843/AN4829/AN10599/AN4794/AN4778/AN4777/AN4769/AN4760/AN10586/AN4744/AN4742/AN4741/AN4707/AN4702/AN4700/AN4697/AN4690/AN4667/AN4655/AN4603/AN4587/AN4581/AN4566/AN4563/AN4558/AN4552/AN4544/AN4532/AN4525/AN4515/AN11910/AN4501/AN4500/AN4483/AN4479/AN4475/AN4471/AN4468/AN4467/AN4464/AN4462/AN4460/AN4447/AN4443/AN4439/AN4422/AN4419/AN4389/AN4388/AN4376/AN4365/AN4361/AN4353/AN10548/AN4335/AN10550/AN4332/AN4329/AN10541/AN4324/AN4323/AN4322/AN4315/AN4310/AN12152/AN4295/AN4293/AN11131/AN8861/AN8859/AN8856/AN8843/AN8842/AN11126/AN8837/AN11125/AN8834/AN8832/AN8830/AN8824/AN8797/AN8777/AN11112/AN8741/AN9504/AN8707/AN8694/AN8689/AN8677/AN9500/AN8667/AN8655/AN8643/AN8639/AN8636/AN8615/AN8605/AN11099/AN11098/AN8590/AN7872/AN7873/AN7878/AN7880/AN7950/AN8009/AN8010/AN11045/AN8039/AN8040/AN8060/AN8066/AN8073/AN8075/AN8079/AN8102/AN8111/AN8117/AN8118/AN8121/AN8125/AN8129/AN8164/AN8168/AN8169/AN8170/AN11052/AN8186/AN8188/AN9461/AN8211/AN8231/AN8234/AN8251/AN8269/AN8275/AN8276/AN8277/AN4289/AN4283/AN4282/AN4269/AN10533/AN4255/AN4247/AN4243/AN4222/AN4219/AN4218/AN4210/AN4208/AN4196/AN4189/AN10513/AN4182/AN10512/AN4159/AN4154/AN4113/AN4102/AN4081/AN4080/AN4071/AN4042/AN4034/AN10495/AN3954/AN3943/AN3941/AN3925/AN3919/AN3918/AN3914/AN3911/AN3901/AN3894/AN3881/AN3869/AN11419/AN3835/AN3829/AN3817/AN3793/AN3787/AN10467/AN3748/AN10462/AN3747/AN3738/AN3730/AN3729/AN3719/AN3690/AN10459/AN3688/AN3684/AN3675/AN3649/AN3644/AN3641/AN11406/AN3607/AN3587/AN3586/AN3547/AN10420/AN3515/AN3506/AN3499/AN7388/AN7387/AN7375/AN7342/AN7332/AN7303/AN7297/AN7269/AN9492/AN10912/AN10906/AN7193/AN7190/AN7185/AN7159/AN7158/AN7146/AN7111/AN7103/AN7050/AN7030/AN7014/AN7012/AN7003/AN10872/AN6982/AN7451/AN7468/AN7469/AN7475/AN7507/AN7511/AN7513/AN7533/AN7537/AN11753/AN7542/AN7563/AN7564/AN7567/AN7572/AN7576/AN7588/AN7600/AN7610/AN7657/AN7659/AN7661/AN7704/AN7709/AN7711/AN7725/AN7729/AN7742/AN6430/AN6405/AN6392/AN6368/AN6367/AN6359/AN6347/AN6338/AN6330/AN6318/AN6317/AN6280/AN6279/AN6250/AN6243/AN6236/AN6211/AN6209/AN6195/AN6168/AN6160/AN6159/AN6149/AN6129/AN6126/AN6119/AN6089/AN6070/AN12017/AN6067/AN6064/AN6062/AN6060/AN6048/AN6035/AN6032/AN6014/AN6013/AN6010/AN5999/AN5992/AN5991/AN5990/AN5975/AN10763/AN5973/AN5960/AN5959/AN5956/AN5955/AN5953/AN5952/AN5939/AN5934/AN5924/AN5918/AN5909/AN5907/AN5898/AN5897/AN5893/AN5888/AN5886/AN5871/AN5870/AN5859/AN5849/AN5836/AN10745/AN5822/AN6487/AN6505/AN6506/AN6508/AN6534/AN6540/AN6541/AN6542/AN6543/AN6555/AN6558/AN6567/AN6570/AN10841/AN6604/AN6643/AN6650/AN6651/AN6653/AN6664/AN6679/AN6684/AN6694/AN6696/AN6697/AN10844/AN6731/AN6733/AN6790/AN10846/AN6824/AN6837/AN6840/AN6849/AN6857/AN6858/AN6892/AN6893/AN6948/AN9249/AN9339/AN9340/AN9380/AN9397/AN9407/AN9408/AN1402/AN1396/AN1379/AN1357/AN1342/AN1339/AN1334/AN1330/AN1319/AN1303/AN1277/AN1274/AN1246/AN1227/AN1226/AN1217/AN10156/AN1102/AN1097/AN1096/AN1071/AN1069/AN1060/AN1052/AN1037/AN1017/AN1015/AN0988/AN11891/AN0936/AN0933/AN0929/AN0928/AN0927/AN0919/AN0918/AN0902/AN0889/AN10128/AN0863/AN0858/AN10127/AN10124/AN0807/AN0802/AN0797/AN0787/AN0780/AN0779/AN10120/AN0767/AN0766/AN0764/AN0745/AN0742/AN0734/AN0733/AN0689/AN0688/AN0680/AN0667/AN0664/AN0660/AN0654/AN0651/AN0640/AN0608/AN0607/AN0593/AN0582/AN0565/AN0554/AN0551/AN0495/AN0494/AN10081/AN0410/AN0408/AN0376/AN0369/AN0367/AN0364/AN0363/AN0357/AN0351/AN10066/AN0333/AN0314/AN0299/AN0298/AN0285/AN0279/AN0271/AN0270/AN0263/AN0260/AN0259/AN0247/AN0241/AN0240/AN10030/AN0232/AN0228/AN0226/AN0210/AN0176/AN0170/AN0162/AN0148/AN0134/AN0133/AN0129/AN0128/AN0127/AN0122/AN0121/AN10019/AN0105/AN0098/AN0096/AN0086/AN0082/AN0067/AN0057/AN0056/AN9025/AN9008/AN8978/AN11152/AN9426/AN8886/AN8885/AN1414/AN1416/AN1425/AN1426/AN1428/AN1429/AN10191/AN10197/AN11252/AN10193/AN1518/AN1519/AN1536/AN1538/AN1539/AN1547/AN1551/AN1555/AN1607/AN1624/AN1632/AN1678/AN1761/AN1769/AN1778/AN1780/AN1799/AN1800/AN1812/AN1848/AN1855/AN1893/AN1918/AN1924/AN1927/AN1948/AN1950/AN10237/AN1984/AN1989/AN1990/AN1993/AN2001/AN2009/AN2016/AN2017/AN2020/AN10256/AN2036/AN2062/AN2067/AN2069/AN2071/AN2072/AN2135/AN2141/AN2147/AN2148/AN2157/AN2248/AN12476/AN2265/AN2268/AN2269/AN2284/AN2290/AN2302/AN2303/AN2311/AN2315/AN2331/AN2332/AN2366/AN2375/AN2385/AN2395/AN2421/AN2435/AN2436/AN2463/AN2493/AN2500/AN2503/AN2508/AN2523/AN2526/AN11961/AN2532/AN2555/AN2572/AN2581/AN2582/AN2583/AN2597/AN9148/AN11165/AN9102/AN9095/AN9090/AN9083/AN9064/AN3468/AN3456/AN3433/AN3432/AN3431/AN3423/AN3422/AN3413/AN3412/AN3396/AN10396/AN3368/AN3308/AN3294/AN3255/AN3250/AN3224/AN3223/AN3222/AN3214/AN10378/AN3188/AN3177/AN3176/AN3153/AN3152/AN3150/AN3149/AN3116/AN3113/AN3102/AN3075/AN3071/AN3067/AN3059/AN11704/AN3058/AN3053/AN3048/AN3044/AN3033/AN3001/AN2999/AN2998/AN2997/AN2996/AN2984/AN2981/AN2980/AN2965/AN2944/AN2943/AN2936/AN2932/AN2927/AN2919/AN2916/AN2914/AN2911/AN2903/AN2902/AN2900/AN2885/AN2875/AN2873/AN2855/AN2852/AN2846/AN2815/AN2810/AN2793/AN2766/AN2761/AN2742/AN2740/AN2737/AN2731/AN2723/AN2670/AN2666/AN2661/AN10329/AN8298/AN8347/AN8414/AN8457/AN11080/AN8524/AN8535/AN8553/AN8565/AN8566/AN8576/AN5119/AN5129/AN5130/AN5134/AN5144/AN5156/AN5170/AN5199/AN5200/AN5203/AN5210/AN5217/AN5226/AN10709/AN5775/AN5759/AN5757/AN5752/AN5747/AN5746/AN5740/AN5728/AN5725/AN5719/AN5716/AN5715/AN5712/AN5682/AN5681/AN5676/AN5675/AN5672/AN5669/AN5660/AN5651/AN5634/AN5626/AN5607/AN5604/AN5599/AN5589/AN5585/AN5566/AN5563/AN5558/AN5525/AN5523/AN5517/AN5492/AN5452/AN5451/AN5447/AN5442/AN5441/AN5415/AN5406/AN5356/AN5351/AN5349/AN10663/AN5296/AN5279/AN5278
TRUE	TRUE	4	GO:0002252	immune effector process	1	1/2146	AN5558
TRUE	TRUE	4	GO:0002253	activation of immune response	1	1/2146	AN5558
TRUE	TRUE	4	GO:0002682	regulation of immune system process	1	1/2146	AN5558
TRUE	TRUE	4	GO:0002684	positive regulation of immune system process	1	1/2146	AN5558
TRUE	TRUE	4	GO:0006955	immune response	1	1/2146	AN5558
TRUE	TRUE	4	GO:0006792	regulation of sulfur utilization	1	1/2146	AN4361
TRUE	TRUE	4	GO:0045883	positive regulation of sulfur utilization	1	1/2146	AN4361
TRUE	TRUE	4	GO:0016049	cell growth	16	16/2146	AN4896/AN4501/AN4439/AN4332/AN8842/AN4171/AN4071/AN6318/AN6317/AN5803/AN6570/AN10171/AN0410/AN2067/AN2269/AN3422
TRUE	TRUE	4	GO:0007117	budding cell bud growth	4	4/2146	AN4496/AN4182/AN5934/AN5740
TRUE	TRUE	4	GO:0030447	filamentous growth	122	122/2146	AN4990/AN4987/AN4935/AN4915/AN4896/AN4745/AN4702/AN4667/AN4566/AN4515/AN4501/AN4479/AN4439/AN4419/AN4390/AN4376/AN4332/AN4310/AN8863/AN8842/AN8831/AN11098/AN8009/AN8269/AN4189/AN4182/AN4080/AN4071/AN4042/AN3813/AN3795/AN3787/AN3730/AN3719/AN3688/AN3642/AN10420/AN9492/AN7185/AN7077/AN7041/AN7030/AN7468/AN7572/AN7576/AN6330/AN6318/AN6317/AN6243/AN6195/AN6129/AN6064/AN10763/AN5918/AN5857/AN5836/AN5832/AN5803/AN6487/AN6505/AN6506/AN6541/AN6542/AN6566/AN6570/AN10841/AN6685/AN6688/AN6697/AN6731/AN6892/AN6893/AN10171/AN1226/AN1126/AN1069/AN1017/AN0863/AN0689/AN0667/AN0664/AN0651/AN0640/AN0410/AN9450/AN0241/AN0170/AN0098/AN1416/AN1428/AN10191/AN1536/AN1539/AN1555/AN1628/AN10227/AN1800/AN1848/AN2009/AN2067/AN2130/AN2269/AN2523/AN3422/AN3416/AN3188/AN3113/AN3085/AN2852/AN2701/AN8414/AN5134/AN5200/AN5210/AN10709/AN5746/AN5740/AN5660/AN5651/AN5517/AN5457/AN5296
TRUE	TRUE	4	GO:0040008	regulation of growth	36	36/2146	AN4987/AN4745/AN4501/AN4479/AN4419/AN4310/AN8842/AN8269/AN4182/AN4171/AN3719/AN3688/AN7649/AN6195/AN6505/AN6570/AN1226/AN1069/AN1017/AN0689/AN0651/AN0170/AN0098/AN1416/AN10191/AN1539/AN10227/AN1800/AN2067/AN2290/AN3422/AN2855/AN2852/AN8414/AN5757/AN5341
TRUE	TRUE	4	GO:0044110	growth involved in symbiotic interaction	1	1/2146	AN8414
TRUE	TRUE	4	GO:0045926	negative regulation of growth	10	10/2146	AN4987/AN4745/AN4310/AN8269/AN6505/AN1226/AN1069/AN1017/AN0689/AN0170
TRUE	TRUE	4	GO:0045927	positive regulation of growth	13	13/2146	AN4501/AN4479/AN4419/AN3719/AN3688/AN6570/AN0098/AN1416/AN10191/AN1800/AN2067/AN3422/AN8414
TRUE	TRUE	4	GO:0048589	developmental growth	4	4/2146	AN4332/AN8842/AN6318/AN6317
TRUE	TRUE	4	GO:0043610	regulation of carbohydrate utilization	1	1/2146	AN1416
TRUE	TRUE	4	GO:0007059	chromosome segregation	15	15/2146	AN4969/AN4563/AN4360/AN9504/AN8187/AN4182/AN6508/AN1333/AN0410/AN2141/AN3468/AN3124/AN3067/AN2761/AN5406
TRUE	TRUE	4	GO:0007017	microtubule-based process	15	15/2146	AN4969/AN9504/AN4182/AN7757/AN5934/AN6838/AN6875/AN1333/AN0651/AN0410/AN2067/AN3124/AN3062/AN2686/AN5116
TRUE	TRUE	4	GO:0000075	cell cycle checkpoint	9	9/2146	AN4969/AN4501/AN4360/AN3941/AN7563/AN5822/AN0410/AN3067/AN5676
TRUE	TRUE	4	GO:0000920	cell separation after cytokinesis	3	3/2146	AN4496/AN0988/AN10061
TRUE	TRUE	4	GO:0006457	protein folding	12	12/2146	AN4467/AN8605/AN8269/AN6089/AN6010/AN1069/AN0858/AN1950/AN2238/AN9095/AN2731/AN5129
TRUE	TRUE	4	GO:0007165	signal transduction	83	83/2146	AN4987/AN4935/AN4915/AN10614/AN4745/AN4733/AN4702/AN4501/AN4479/AN4447/AN4419/AN4369/AN4322/AN8842/AN8831/AN9504/AN8234/AN8269/AN4189/AN4182/AN4171/AN4113/AN3941/AN10442/AN3719/AN3688/AN3607/AN7252/AN7030/AN6982/AN7513/AN7572/AN7576/AN7661/AN6249/AN6210/AN12017/AN5973/AN5893/AN5832/AN5822/AN6487/AN6566/AN6570/AN6892/AN9397/AN1334/AN10171/AN1283/AN1126/AN1017/AN0664/AN0655/AN0651/AN0449/AN0411/AN9008/AN10227/AN1800/AN1989/AN2005/AN2062/AN2067/AN2130/AN2269/AN2555/AN2581/AN3422/AN3214/AN3102/AN2911/AN2761/AN2742/AN2740/AN5195/AN5768/AN5757/AN5755/AN5740/AN5677/AN5660/AN5341/AN5296
TRUE	TRUE	4	GO:0006903	vesicle targeting	2	2/2146	AN6033/AN0411
TRUE	TRUE	4	GO:0006276	plasmid maintenance	2	2/2146	AN0802/AN2303
TRUE	TRUE	4	GO:0006928	movement of cell or subcellular component	4	4/2146	AN6875/AN1333/AN0651/AN3124
TRUE	TRUE	4	GO:0006949	syncytium formation	15	15/2146	AN4702/AN8831/AN4264/AN4189/AN3719/AN7297/AN1848/AN2269/AN3422/AN2701/AN5131/AN5169/AN5776/AN5458/AN5457
TRUE	TRUE	4	GO:0007049	cell cycle	111	111/2146	AN5028/AN4987/AN4984/AN4969/AN10610/AN4935/AN4896/AN10595/AN4667/AN4615/AN4566/AN4563/AN4501/AN4483/AN4419/AN4390/AN4365/AN4360/AN8831/AN9504/AN9500/AN8605/AN8187/AN8262/AN8270/AN4182/AN4169/AN3941/AN3739/AN3729/AN3719/AN3607/AN7185/AN7077/AN6982/AN7513/AN7563/AN7572/AN7576/AN7657/AN6359/AN6243/AN6150/AN6070/AN10763/AN5836/AN5822/AN6505/AN6508/AN6542/AN6578/AN6685/AN6688/AN9380/AN1333/AN10171/AN1096/AN1052/AN1017/AN0988/AN11891/AN0807/AN0733/AN0655/AN0651/AN0640/AN0582/AN0410/AN0363/AN0228/AN0226/AN0135/AN0098/AN0078/AN10193/AN1536/AN1555/AN1848/AN2059/AN2067/AN2071/AN2126/AN2130/AN2141/AN2148/AN2269/AN2302/AN10306/AN2505/AN9121/AN3468/AN3422/AN3152/AN3148/AN3124/AN3067/AN2965/AN2919/AN2911/AN2761/AN2686/AN5156/AN5170/AN5195/AN5759/AN5740/AN5676/AN5579/AN5523/AN5517/AN5406
TRUE	TRUE	4	GO:0007154	cell communication	124	124/2146	AN4987/AN4935/AN4915/AN10614/AN4745/AN4733/AN4702/AN4501/AN4479/AN4462/AN4447/AN4419/AN4390/AN4369/AN4322/AN8842/AN8831/AN9504/AN8168/AN8234/AN8251/AN8262/AN8269/AN4255/AN4189/AN4182/AN4171/AN4113/AN4080/AN4042/AN3941/AN10442/AN3719/AN3688/AN3675/AN3642/AN3607/AN3587/AN10420/AN7388/AN7252/AN9492/AN7030/AN6982/AN7468/AN7485/AN7513/AN7572/AN7576/AN7661/AN6400/AN6249/AN6210/AN6195/AN12017/AN6064/AN5973/AN5918/AN5893/AN5860/AN5832/AN5822/AN6487/AN6505/AN6566/AN6570/AN6731/AN6892/AN6893/AN9340/AN9397/AN1334/AN10171/AN1283/AN1126/AN1017/AN0988/AN0664/AN0655/AN0651/AN0607/AN0554/AN0449/AN0411/AN0279/AN0241/AN10030/AN9008/AN1428/AN9515/AN10227/AN1800/AN1812/AN1989/AN2005/AN2062/AN2067/AN2130/AN2269/AN2555/AN2581/AN3422/AN3214/AN3102/AN3085/AN10350/AN2944/AN2911/AN2903/AN2761/AN2742/AN2740/AN5195/AN5200/AN5210/AN5768/AN5757/AN5755/AN5740/AN5677/AN5660/AN5604/AN5341/AN5296
TRUE	TRUE	4	GO:0007163	establishment or maintenance of cell polarity	34	34/2146	AN4991/AN4987/AN4460/AN4171/AN3817/AN3787/AN3675/AN7030/AN7576/AN5973/AN6542/AN6685/AN1334/AN1099/AN1017/AN0988/AN0821/AN0411/AN0410/AN0134/AN0078/AN2067/AN2130/AN10396/AN3062/AN2968/AN2936/AN2766/AN5116/AN5129/AN5195/AN10709/AN5740/AN5677
TRUE	TRUE	4	GO:0008219	cell death	11	11/2146	AN10614/AN4871/AN4758/AN4501/AN8269/AN4064/AN7513/AN6243/AN0394/AN8485/AN5712
TRUE	TRUE	4	GO:0019835	cytolysis	2	2/2146	AN10610/AN4695
